_identifiers-1	_parent_digital_objects-1.identifier	_digital_object_type.string_key	Master assets filenames	_import_file.original_file_path	_import_file.import_path	_import_file.import_type	Service (Mezzanine) assets filenames	_import_file.service_copy_import_path	_import_file.service_copy_import_type	Access (Streaming) assets filenames	_import_file.access_copy_import_path	_project.string_key	_publish	_publish_targets-1.string_key	_restrictions.restricted_size_image	abstract-1:abstract_value	accession_number-1:accession_number_value	alternative_title-1:alternative_title_value	archivesspace_identifier-1:archivesspace_identifier_value	clio_identifier-1:clio_identifier_value	collection-1:collection_term.value	collection-1:collection_term.uri	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_level	coordinates-1:coordinates_value	copyright_note-1:copyright_note_value	culture-1:culture_term.value	date_created_textual-1:date_created_textual_value	date_created-1:date_created_start_value	date_created-1:date_created_end_value	date_created-1:date_created_type	date_created-1:date_created_key_date	digital_origin-1:digital_origin_value	embargo_release_date-1:embargo_release_date_value	extent-1:extent_value	extent-2:extent_value	form-1:form_term.value	frequency-1:frequency_term.authority	genre-1:genre_term.value	internal_note-1:internal_note_value	internal_note-2:internal_note_value	internal_note-3:internal_note_value	internal_note-4:internal_note_value	internal_note-5:internal_note_value	internal_note-6:internal_note_value	internal_note-7:internal_note_value	internal_note-8:internal_note_value	internal_note-9:internal_note_value	language-1:language_term.value	location-1:location_term.value	location-1:location_term.uri	location-1:location_shelf_location-1:location_shelf_location_box_number	location-1:location_shelf_location-1:location_shelf_location_folder_number	location-1:location_shelf_location-1:location_shelf_location_free_text	location-1:location_shelf_location-1:location_shelf_location_item_number	location-1:location_sublocation	name-1:name_term.value	name-1:name_usage_primary	note-1:note_type	note-1:note_value	note-2:note_type	note-2:note_value	note-3:note_type	note-3:note_value	note-4:note_type	note-4:note_value	note-5:note_type	note-5:note_value	note-6:note_type	note-6:note_value	note-7:note_type	note-7:note_value	note-8:note_type	note-8:note_value	note-9:note_type	note-9:note_value	note-10:note_type	note-10:note_value	note_derived_from-1:note_derived_from_value	object_in_context_url-1:object_in_context_url_value	omeka_identifier-1:omeka_identifier_value	order_number-1:order_number_value	place_of_origin-1:place_of_origin_value	publish_note-1:publish_note_value	publisher-1:publisher_value	restriction_on_access-1:restriction_on_access_value	restriction_on_access-1:restriction_on_access_location-1:restriction_on_access_location_term.value	restriction_on_access-2:restriction_on_access_affiliation-1:restriction_on_access_affiliation_value	restriction_on_access-2:restriction_on_access_value	series-1:series_title	series-1:series_issn	series-1:series_number	subject_geographic-1:subject_geographic_term.value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_country_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_region_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_area-1:subject_hierarchical_geographic_area_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_city-1:subject_hierarchical_geographic_city_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_neighborhood_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_zip_code_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1:subject_hierarchical_geographic_street_value	subject_name-1:subject_name_term.value	subject_title-1:subject_title_term.value	subject_topic-1:subject_topic_term.value	table_of_contents_value	title-1:title_non_sort_portion	title-1:title_sort_portion	type_of_resource-1:type_of_resource_value	use_and_reproduction-1:use_and_reproduction_term.value
RBML_BobFass_11749061_BF1673_01		item										TBM	TRUE	DLC	Not applicable to sound recording		cul:artProperties_1987.026		cul:as:id_026	8276956	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries II: WBAI board meetings, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Edo;Hellenistic	1976 August 02 - 1999 December 31	1976-08-02	1999-12-31		TRUE	reformatted digital		00:35:29.834	35 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES018538				Year digitized: 2019	Condition note: Dust	New white box			English	Rare Book & Manuscript Library, Columbia University		Box 51	testSet_Folder_026	Misc. Box 7	testSet_BF0026	Archives	Fass, Bob, 1933---Host--Former owner;Holmes, Jake--Director--Performer	TRUE	BF number	BF1673	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_026	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	26	Marcy, Mount (N.Y.);Ratchaburi (Thailand)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Café Avital (New York, N.Y.);Café Avital (Nightclub);Café Feenjon (New York, N.Y.);Cage, Lou	Vonnegut, Kurt. Hocus pocus;Subotnick, Morton. Other piano	Employees--Dismissal of;Elite (Social sciences);Haldeman, H. R. (Harry R.), 1926-1993;Prison riots;Electronic surveillance;Victims of state-sponsored terrorism			Radio Unnameable 1976 August 02	sound recording	In copyright
RBML_BobFass_11749061_BF1673_01_001	RBML_BobFass_11749061_BF1673_01	asset	RBML_BobFass_11749061_BF1673_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1673/Master/RBML_BobFass_11749061_BF1673_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1673/Master/RBML_BobFass_11749061_BF1673_01_01_m.wav	external	RBML_BobFass_11749061_BF1673_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1673/Service/RBML_BobFass_11749061_BF1673_01_01_s.wav	external	RBML_BobFass_11749061_BF1673_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1673/Streaming/RBML_BobFass_11749061_BF1673_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording																		Copyright for this file is very complicated							reformatted digital		00:35:29.834	35 minutes				Barcode: PRES018538				Year digitized: 2019	Condition note: Dust	New white box													BF number	BF1673	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1673/Master/RBML_BobFass_11749061_BF1673_01_01_master.wav	https://example.org/cul-omeka/026	cul-omeka/026	cul:pdcd:customOrder_026		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 August 02		In copyright
RBML_BobFass_11749061_BF0940_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Steven Ben Israel	cul:artProperties_1987.027	Caption title: Seat at the table	cul:as:id_027	8276957	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries II: WBAI board meetings, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Momoyama;Early Hellenistic	1976 August 02 - 1999 December 31	1976-08-02	1999-12-31		TRUE	reformatted digital		00:35:59.104	36 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES000167				Year digitized: 2019	Condition note: Mold	New white box			English	Rare Book & Manuscript Library, Columbia University		Box 26	testSet_Folder_027	1976 Box 2	testSet_BF0027	Archives	Fass, Bob, 1933---Host--Former owner;Inayat Khan, Pir Vilayat--Speaker	TRUE	BF number	BF0940	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass									Bibliography	Includes no bibliographical references				cul:pdcd:customOrder_027	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	27	Lower East Side (New York, N.Y.);Khon Kaen (Thailand)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Cale, John;Callahan, Adrienne;Callahan, Michael, 1944-;Callier, Terry	United States. Freedom of Information Act;Subotnick, Morton. Passages of the beast	Work environment;Bagels;Holocaust, Jewish (1939-1945);Experimental drama	Part 1 -- Part 2 -- Part 3	The	Radio Unnameable 1976 August 02	sound recording	In copyright
RBML_BobFass_11749061_BF0940_01_001	RBML_BobFass_11749061_BF0940_01	asset	RBML_BobFass_11749061_BF0940_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0940/Master/RBML_BobFass_11749061_BF0940_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0940/Master/RBML_BobFass_11749061_BF0940_01_01_m.wav	external	RBML_BobFass_11749061_BF0940_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0940/Service/RBML_BobFass_11749061_BF0940_01_01_s.wav	external	RBML_BobFass_11749061_BF0940_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0940/Streaming/RBML_BobFass_11749061_BF0940_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Steven Ben Israel		Caption title: Seat at the table															Copyright for this file is very complicated							reformatted digital		00:35:59.104	36 minutes				Barcode: PRES000167				Year digitized: 2019	Condition note: Mold	New white box													BF number	BF0940	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass									Bibliography	Includes no bibliographical references	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0940/Master/RBML_BobFass_11749061_BF0940_01_01_master.wav	https://example.org/cul-omeka/027	cul-omeka/027	cul:pdcd:customOrder_027		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																			The	Radio Unnameable 1976 August 02		In copyright
RBML_BobFass_11749061_BF2302_01		item										TBM	TRUE	DLC	Not applicable to sound recording		cul:artProperties_1987.028		cul:as:id_028	8276958	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries II: WBAI board meetings, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Meiji;High Hellenistic	1976 December 25 - 1999 December 31	1976-12-25	1999-12-31		TRUE	reformatted digital		00:35:23.605	35 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES012980	Physical object sequence number: 1151 ; Number of physical objects in title: 7			Year digitized: 2019	Condition note: Dirt or mold	No box label			English	Rare Book & Manuscript Library, Columbia University		Box 68	testSet_Folder_028	1976 Box 1	testSet_BF0028	Archives	Fass, Bob, 1933---Host--Former owner;Jeremy & the Satyrs (Musical group)--Performer	TRUE	BF number	BF2302	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_028	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	28	East Village/Lower East Side Historic District (New York, N.Y.);Malacca (Malacca, Malaysia)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Cambridge, Godfrey, 1933-1976;Camhy, Abe;Camhy, Sheldon;Cappadona, John	Vonnegut, Kurt. Harrison Bergeron;Subotnick, Morton. Play, no. 2	Ecstatic dance;Black nationalism;Buddhism;Community radio		A	Radio Unnameable 1976 December 25	sound recording	In copyright
RBML_BobFass_11749061_BF2302_01_001	RBML_BobFass_11749061_BF2302_01	asset	RBML_BobFass_11749061_BF2302_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2302/Master/RBML_BobFass_11749061_BF2302_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2302/Master/RBML_BobFass_11749061_BF2302_01_01_m.wav	external	RBML_BobFass_11749061_BF2302_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2302/Service/RBML_BobFass_11749061_BF2302_01_01_s.wav	external	RBML_BobFass_11749061_BF2302_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2302/Streaming/RBML_BobFass_11749061_BF2302_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording																		Copyright for this file is very complicated							reformatted digital		00:35:23.605	35 minutes				Barcode: PRES012980	Physical object sequence number: 1151 ; Number of physical objects in title: 7			Year digitized: 2019	Condition note: Dirt or mold	No box label													BF number	BF2302	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2302/Master/RBML_BobFass_11749061_BF2302_01_01_master.wav	https://example.org/cul-omeka/028	cul-omeka/028	cul:pdcd:customOrder_028		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																			A	Radio Unnameable 1976 December 25		In copyright
RBML_BobFass_11749061_BF3341_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Phone calls about controversial Goldthwait recording	cul:artProperties_1987.029		cul:as:id_029	8276959	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.1: Radio Unnameable, 1963-1969	subseries	2	Sub-subseries II: WBAI board meetings, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Taisho;Late Hellenistic	1967 April 28 - 1999 December 31	1967-04-28	1999-12-31		TRUE	reformatted digital		01:06:10.645	66 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH100196	Physical object sequence number: 2993 ; Number of physical objects in title: 3			Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 105	testSet_Folder_029	"1967 BOX 8 ALL 10"" (ONE 7"")"	testSet_BF0029	Archives	Fass, Bob, 1933---Host--Former owner;Kalb, Danny--Speaker--Performer	TRUE	BF number	BF3341	Original format	"1/4"" open-reel audio"	Dimensions	"10.5"" reel"	Base material	Acetate	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_029	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	29	Andes;Pegu (Burma)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Capra, Juan;Carnegie Hall (New York, N.Y.);Carpanzano, Liz;Carroll, Jim	Vonnegut, Kurt. God bless you, Mr. Rosewater;Subotnick, Morton. Play, no. 3	Women--Political activity;Public welfare;Space flight to the moon	Part 1 -- Part 2 -- Part 3	An	Radio Unnameable 1967 April 28	sound recording	In copyright
RBML_BobFass_11749061_BF3341_01_001	RBML_BobFass_11749061_BF3341_01	asset	RBML_BobFass_11749061_BF3341_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3341/Master/RBML_BobFass_11749061_BF3341_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3341/Master/RBML_BobFass_11749061_BF3341_01_01_m.wav	external	RBML_BobFass_11749061_BF3341_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3341/Service/RBML_BobFass_11749061_BF3341_01_01_s.wav	external	RBML_BobFass_11749061_BF3341_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3341/Streaming/RBML_BobFass_11749061_BF3341_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Phone calls about controversial Goldthwait recording																	Copyright for this file is very complicated							reformatted digital		01:06:10.645	66 minutes				Barcode: CCOH100196	Physical object sequence number: 2993 ; Number of physical objects in title: 3			Year digitized: 2019															BF number	BF3341	Original format	"1/4"" open-reel audio"	Dimensions	"10.5"" reel"	Base material	Acetate	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3341/Master/RBML_BobFass_11749061_BF3341_01_01_master.wav	https://example.org/cul-omeka/029	cul-omeka/029	cul:pdcd:customOrder_029		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																			An	Radio Unnameable 1967 April 28		In copyright
RBML_BobFass_11749061_BF1336_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Bob Fass Remembers Abbie Hoffman	cul:artProperties_1987.030		cul:as:id_030	8276960	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries II: WBAI board meetings, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Showa;Ionian (culture or style)	1976 December 26 - 1999 December 31	1976-12-26	1999-12-31		TRUE	reformatted digital		00:39:25.354	39 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES015687	Physical object sequence number: 3285 ; Number of physical objects in title: 7			Year digitized: 2019	Condition note: Mold				English	Rare Book & Manuscript Library, Columbia University		Box 37	testSet_Folder_030	Misc. Box 3	testSet_BF0030	Archives	Fass, Bob, 1933---Host--Former owner;Klingman, Mark Moogy--Performer	TRUE	BF number	BF1336	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_030	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	30	Europe, Central;Saugerties (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Carson, Ed;Carter, Jimmy, 1924-;Carter, Rubin, 1937-2014;Caruana, Stephanie	Lone Ranger (Radio program);Subotnick, Morton. Preludes, no. 1	Campaign debates;Farms;Protest songs;Spiritual life		The	Radio Unnameable 1976 December 26	sound recording	In copyright
RBML_BobFass_11749061_BF1336_01_001	RBML_BobFass_11749061_BF1336_01	asset	RBML_BobFass_11749061_BF1336_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1336/Master/RBML_BobFass_11749061_BF1336_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1336/Master/RBML_BobFass_11749061_BF1336_01_01_m.wav	external	RBML_BobFass_11749061_BF1336_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1336/Service/RBML_BobFass_11749061_BF1336_01_01_s.wav	external	RBML_BobFass_11749061_BF1336_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1336/Streaming/RBML_BobFass_11749061_BF1336_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Bob Fass Remembers Abbie Hoffman																	Copyright for this file is very complicated							reformatted digital		00:39:25.354	39 minutes				Barcode: PRES015687	Physical object sequence number: 3285 ; Number of physical objects in title: 7			Year digitized: 2019	Condition note: Mold														BF number	BF1336	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1336/Master/RBML_BobFass_11749061_BF1336_01_01_master.wav	https://example.org/cul-omeka/030	cul-omeka/030	cul:pdcd:customOrder_030		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																			The	Radio Unnameable 1976 December 26		In copyright
RBML_BobFass_11749061_BF3348_01		item										TBM	TRUE	DLC	Not applicable to sound recording		cul:artProperties_1987.031		cul:as:id_031	8276961	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.1: Radio Unnameable, 1963-1969	subseries	2	Sub-subseries II: WBAI board meetings, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Asuka;Laconian (culture or style)	1967 April 28 - 1999 December 31	1967-04-28	1999-12-31		TRUE	reformatted digital		00:25:07.754	25 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH100269		Notes on quality and contents: Tape is backwards in first 15 seconds		Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 105	testSet_Folder_031	"1967 BOX 8 ALL 10"" (ONE 7"")"	testSet_BF0031	Archives	Fass, Bob, 1933---Host--Former owner;KLRB-FM (Radio station : Carmel, Calif.)--Broadcaster	TRUE	BF number	BF3348	Original format	"1/4"" open-reel audio"	Dimensions	"10.5"" reel"	Base material	Acetate	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_031	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	31	New York (N.Y.);New Palts (N.Y.)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Cassidy, Ed;Castro, Oscar (Housing activist);Cat Mother (Musical group);Cat Mother and the All Night Newsboys (Musical group)	Danielis ludus;Subotnick, Morton. Preludes, no. 2	Finance;Civil rights;Gay rights;Meditation--Audio-visual aids	Part 1 -- Part 2 -- Part 3	A	Radio Unnameable 1967 April 28	sound recording	In copyright
RBML_BobFass_11749061_BF3348_01_001	RBML_BobFass_11749061_BF3348_01	asset	RBML_BobFass_11749061_BF3348_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3348/Master/RBML_BobFass_11749061_BF3348_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3348/Master/RBML_BobFass_11749061_BF3348_01_01_m.wav	external	RBML_BobFass_11749061_BF3348_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3348/Service/RBML_BobFass_11749061_BF3348_01_01_s.wav	external	RBML_BobFass_11749061_BF3348_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3348/Streaming/RBML_BobFass_11749061_BF3348_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording																		Copyright for this file is very complicated							reformatted digital		00:25:07.754	25 minutes				Barcode: CCOH100269		Notes on quality and contents: Tape is backwards in first 15 seconds		Year digitized: 2019															BF number	BF3348	Original format	"1/4"" open-reel audio"	Dimensions	"10.5"" reel"	Base material	Acetate	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3348/Master/RBML_BobFass_11749061_BF3348_01_01_master.wav	https://example.org/cul-omeka/031	cul-omeka/031	cul:pdcd:customOrder_031		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																			A	Radio Unnameable 1967 April 28		In copyright
